vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW	is.bnAb
IGHV3-33	14	2.6500000000000004	IGLV4-69	9	0.0	0.0	0	0	0
IGHV1-69	15	2.75	IGKV3-20	9	0.06	0.06	0	0	0
IGHV3-9	15	2.5	IGLV2-14	10	0.0	0.0	0	0	0
IGHV5-51	14	1.0	IGLV3-25	6	0.1	0.07	0	0	0
IGHV3-11	21	4.6499999999999995	IGKV2-28	9	0.07	0.05	0	0	0
IGHV3-9	14	3.3	IGKV3-15	10	0.0	0.0	0	0	0
IGHV7-4-1	11	1.2500000000000002	IGKV3-15	8	0.23	0.22	0	0	0
IGHV4-59	18	6.3999999999999995	IGLV1-40	8	0.0	0.0	0	0	0
IGHV4-34	13	2.45	IGKV3-20	9	0.0	0.0	0	0	0
IGHV3-30-3	12	1.45	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-15	12	1.85	IGKV1-12	9	0.05	0.04	0	0	0
IGHV3-53	13	3.05	IGKV1-9	5	0.0	0.0	0	0	0
IGHV3-33	16	1.25	IGKV2-29	8	0.0	0.0	0	0	0
IGHV2-70	12	2.6500000000000004	IGLV3-1	10	0.0	0.0	0	0	0
IGHV3-15	12	1.25	IGKV1-39	9	0.21	0.17	0	0	0
IGHV3-15	13	1.35	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-74	18	2.0	IGKV1-39	10	0.06	0.04	0	0	0
IGHV3-33	14	0.7999999999999999	IGLV1-47	11	0.15	0.13	0	0	0
IGHV1-18	21	2.0000000000000004	IGLV1-47	12	0.0	0.0	0	0	0
IGHV3-15	12	2.4	IGKV3-11	7	0.05	0.05	0	0	0
IGHV3-15	12	2.4	IGKV3-11	7	0.05	0.05	0	0	0
IGHV3-15	12	2.4	IGKV3-11	7	0.05	0.05	0	0	0
IGHV4-59	20	3.6500000000000004	IGLV2-8	12	0.12	0.1	0	0	0
IGHV3-64	13	2.8000000000000003	IGKV2-28	9	0.0	0.0	0	0	0
IGHV3-9	13	0.9	IGKV1-33	9	0.06	0.05	0	0	0
IGHV3-33	16	2.0	IGLV2-14	10	0.0	0.0	0	0	0
IGHV1-2	21	5.449999999999999	IGKV1-27	9	0.0	0.0	0	0	0
IGHV1-3	14	2.0	IGKV1-39	9	0.0	0.0	0	0	0
IGHV2-5	20	2.4000000000000004	IGKV4-1	9	0.12	0.1	0	0	0
IGHV3-23	12	3.2	IGKV3-20	9	0.15	0.17	0	0	0
IGHV3-23	14	2.75	IGKV2-28	9	0.0	0.0	0	0	0
IGHV3-49	16	3.3000000000000003	IGKV1-8	9	0.0	0.0	0	0	0
IGHV4-39	21	4.949999999999999	IGLV2-14	10	0.05	0.05	0	0	0
IGHV3-48	23	4.550000000000001	IGLV1-51	11	0.04	0.01	0	0	0
IGHV3-30-3	14	1.25	IGKV3-11	10	0.0	0.0	0	0	0
IGHV4-39	18	3.1500000000000004	IGLV4-69	9	0.0	0.0	0	0	0
IGHV3-7	16	1.9000000000000004	IGLV3-21	11	0.15	0.13	0	0	0
IGHV2-5	20	3.2500000000000004	IGLV3-1	9	0.11	0.1	0	0	0
IGHV4-30-4	13	2.75	IGLV1-44	11	0.0	0.0	0	0	0
IGHV6-1	12	1.15	IGKV4-1	9	0.04	0.01	0	0	0
IGHV3-30	15	1.95	IGLV1-44	11	0.0	0.0	0	0	0
IGHV3-30	15	1.35	IGLV2-23	10	0.0	0.0	0	0	0
IGHV3-64	14	2.7500000000000004	IGKV2-28	9	0.0	0.0	0	0	0
IGHV1-46	12	2.3000000000000003	IGKV1-39	9	0.15	0.12	0	0	0
IGHV5-51	16	1.7	IGKV4-1	10	0.18	0.17	0	0	0
IGHV3-49	21	5.799999999999999	IGKV1-39	9	0.0	0.0	0	0	0
IGHV4-59	13	1.05	IGKV1-5	9	0.01	0.01	0	0	0
IGHV3-30	15	2.45	IGKV2-30	8	0.06	0.04	0	0	0
IGHV4-59	13	1.55	IGLV3-19	12	0.0	0.0	0	0	0
IGHV1-46	12	1.7500000000000002	IGKV1-39	9	0.2	0.17	0	0	0
IGHV6-1	12	2.95	IGLV1-44	12	0.12	0.09	0	0	0
IGHV3-49	21	4.1499999999999995	IGKV1-16	9	0.0	0.0	0	0	0
IGHV5-51	16	3.3500000000000005	IGKV4-1	9	0.0	0.0	0	0	0
IGHV3-30	15	3.15	IGKV2-29	9	0.05	0.04	0	0	0
IGHV1-69	12	1.65	IGKV2-24	9	0.03	0.02	0	0	0
IGHV3-7	12	2.0	IGLV2-11	11	0.09	0.07	0	0	0
IGHV5-51	16	1.45	IGLV4-69	9	0.0	0.0	0	0	0
IGHV3-48	14	1.2000000000000002	IGLV1-47	12	0.0	0.0	0	0	0
IGHV4-59	13	2.3	IGLV3-21	11	0.0	0.0	0	0	0
IGHV3-33	18	1.0	IGKV1-8	9	0.0	0.0	0	0	0
IGHV3-48	14	1.45	IGLV1-44	11	0.0	0.0	0	0	0
IGHV3-11	18	3.45	IGLV3-25	11	0.0	0.0	0	0	0
IGHV3-30	15	2.5	IGLV6-57	10	0.0	0.0	0	0	0
IGHV5-51	16	2.7500000000000004	IGLV2-14	11	0.0	0.0	0	0	0
IGHV3-7	12	1.05	IGLV1-47	11	0.06	0.04	0	0	0
IGHV4-59	13	2.95	IGKV1-9	9	0.0	0.0	0	0	0
IGHV1-69	12	2.2	IGKV1-5	10	0.16	0.15	0	0	0
IGHV1-69	12	2.45	IGKV1-33	9	0.24	0.24	0	0	0
IGHV1-8	18	4.8	IGKV3-11	11	0.0	0.0	0	0	0
IGHV5-51	13	0.6	IGLV2-11	10	0.26	0.28	0	0	0
IGHV3-7	12	1.9000000000000001	IGKV2-28	9	0.05	0.02	0	0	0
IGHV3-30-3	15	1.8	IGLV2-23	9	0.0	0.0	0	0	0
IGHV5-51	16	3.1500000000000004	IGLV1-51	11	0.0	0.0	0	0	0
IGHV3-48	14	2.4000000000000004	IGLV1-44	11	0.0	0.0	0	0	0
IGHV1-69	12	1.7	IGKV1-5	9	0.29	0.26	0	0	0
IGHV3-15	12	2.2	IGKV2-30	8	0.18	0.15	0	0	0
IGHV3-30	15	2.45	IGLV3-25	11	0.0	0.0	0	0	0
IGHV7-4-1	14	2.6500000000000004	IGLV3-21	11	0.0	0.0	0	0	0
IGHV4-34	21	4.199999999999999	IGKV3-11	11	0.0	0.0	0	0	0
IGHV4-61	13	3.95	IGLV1-44	11	0.17	0.16	0	0	0
IGHV5-51	16	3.1	IGKV1-12	9	0.0	0.0	0	0	0
IGHV3-7	14	2.0	IGLV1-44	12	0.0	0.0	0	0	0
IGHV3-74	12	3.2	IGKV4-1	9	0.11	0.06	0	0	0
IGHV3-30	21	3.65	IGLV1-44	10	0.0	0.0	0	0	0
IGHV3-72	12	0.7	IGKV1-39	8	0.12	0.09	0	0	0
IGHV3-15	15	1.4500000000000002	IGKV4-1	9	0.09	0.06	0	0	0
IGHV7-4-1	11	1.9000000000000001	IGKV1-39	10	0.03	0.01	0	0	0
IGHV1-69	18	3.4	IGLV1-44	11	0.0	0.0	0	0	0
IGHV3-30	18	5.050000000000001	IGKV3-20	9	0.02	0.0	0	0	0
IGHV3-30-3	12	2.45	IGLV2-8	11	0.0	0.0	0	0	0
IGHV4-34	13	2.2	IGKV3-20	9	0.0	0.0	0	0	0
IGHV2-5	11	0.8	IGKV1-5	9	0.11	0.1	0	0	0
IGHV2-70	17	5.15	IGLV2-11	9	0.0	0.0	0	0	0
IGHV1-46	21	3.5	IGKV3-11	9	0.04	0.02	0	0	0
IGHV4-4	12	2.85	IGKV1-39	9	0.09	0.09	0	0	0
IGHV1-46	18	1.95	IGKV4-1	8	0.18	0.16	0	0	0
IGHV3-33	19	4.249999999999999	IGLV3-25	11	0.0	0.0	0	0	0
IGHV3-49	18	3.2	IGLV2-11	12	0.0	0.0	0	0	0
IGHV4-34	11	1.9000000000000001	IGKV1-17	9	0.07	0.06	0	0	0
IGHV5-10-1	14	1.4500000000000002	IGLV1-51	11	0.02	0.02	0	0	0
IGHV3-11	13	0.9	IGLV3-25	10	0.0	0.0	0	0	0
IGHV4-61	20	5.35	IGLV1-44	10	0.0	0.0	0	0	0
IGHV3-15	12	1.6500000000000001	IGLV2-14	10	0.07	0.05	0	0	0
IGHV3-21	14	2.6500000000000004	IGKV3-11	11	0.0	0.0	0	0	0
IGHV1-2	18	2.7	IGLV2-11	10	0.0	0.0	0	0	0
IGHV3-30-3	15	1.7500000000000002	IGKV2-29	9	0.0	0.0	0	0	0
IGHV3-48	11	2.5500000000000003	IGLV7-43	11	0.0	0.0	0	0	0
IGHV3-48	11	2.5500000000000003	IGLV7-43	11	0.0	0.0	0	0	0
IGHV4-4	16	5.1	IGLV2-14	10	0.0	0.0	0	0	0
IGHV1-46	12	1.8000000000000003	IGLV2-14	10	0.17	0.16	0	0	0
IGHV1-58	18	2.1	IGKV4-1	8	0.12	0.1	0	0	0
IGHV3-73	14	3.35	IGLV3-25	10	0.0	0.0	0	0	0
IGHV3-30	15	4.35	IGLV4-69	11	0.0	0.0	0	0	0
IGHV4-61	20	4.1499999999999995	IGLV1-51	11	0.0	0.0	0	0	0
IGHV1-69	12	1.25	IGLV1-44	11	0.06	0.05	0	0	0
IGHV3-73	14	1.1	IGLV1-44	11	0.0	0.0	0	0	0
IGHV1-46	12	1.0	IGKV4-1	10	0.13	0.11	0	0	0
IGHV4-34	18	2.35	IGKV4-1	9	0.06	0.05	0	0	0
IGHV4-61	20	5.449999999999999	IGKV2-28	9	0.0	0.0	0	0	0
IGHV3-66	13	1.75	IGLV2-11	10	0.04	0.02	0	0	0
IGHV4-4	16	2.05	IGKV3-20	9	0.0	0.0	0	0	0
IGHV4-39	13	2.3	IGLV8-61	10	0.0	0.0	0	0	0
IGHV1-69	12	1.9	IGLV2-8	10	0.2	0.18	0	0	0
IGHV1-69	12	1.9	IGLV2-8	10	0.2	0.17	0	0	0
IGHV1-69	12	1.9	IGLV2-8	10	0.2	0.17	0	0	0
IGHV1-18	14	3.0500000000000003	IGLV3-21	12	0.0	0.0	0	0	0
IGHV3-11	12	1.05	IGKV4-1	11	0.18	0.16	0	0	0
IGHV3-21	16	2.0500000000000003	IGLV6-57	11	0.0	0.0	0	0	0
IGHV3-30	23	5.599999999999999	IGKV3-11	10	0.0	0.0	0	0	0
IGHV4-34	18	3.7	IGKV1-33	9	0.0	0.0	0	0	0
IGHV3-11	12	1.4000000000000001	IGLV2-14	10	0.1	0.06	0	0	0
IGHV4-39	13	1.85	IGLV1-40	11	0.13	0.12	0	0	0
IGHV3-11	23	2.8	IGLV2-23	11	0.16	0.16	0	0	0
IGHV3-21	16	3.8	IGLV1-51	11	0.0	0.0	0	0	0
IGHV1-18	14	0.7999999999999999	IGKV4-1	9	0.13	0.11	0	0	0
IGHV3-11	21	4.249999999999999	IGLV2-23	11	0.0	0.0	0	0	0
IGHV1-69	12	1.15	IGKV1-39	9	0.16	0.13	0	0	0
IGHV3-33	14	3.4000000000000004	IGLV2-11	10	0.0	0.0	0	0	0
IGHV3-21	16	3.2	IGKV1-33	9	0.0	0.0	0	0	0
IGHV1-46	13	4.1	IGKV2-28	9	0.0	0.0	0	0	0
IGHV3-7	18	2.85	IGLV2-14	11	0.0	0.0	0	0	0
IGHV3-73	12	0.75	IGLV2-14	10	0.13	0.12	0	0	0
IGHV5-51	12	0.8999999999999999	IGKV4-1	9	0.06	0.04	0	0	0
IGHV3-7	18	3.5	IGKV3-15	9	0.0	0.0	0	0	0
IGHV3-33	14	3.3000000000000003	IGKV1-12	9	0.0	0.0	0	0	0
IGHV3-21	16	2.6	IGKV4-1	9	0.0	0.0	0	0	0
IGHV3-11	13	2.35	IGKV3-20	10	0.09	0.07	0	0	0
IGHV1-46	13	3.2	IGLV1-44	11	0.16	0.15	0	0	0
IGHV3-13	14	3.5	IGKV1-12	9	0.0	0.0	0	0	0
IGHV1-18	13	0.9999999999999999	IGLV1-51	11	0.17	0.17	0	0	0
IGHV3-73	12	2.3	IGKV1-27	9	0.05	0.02	0	0	0
IGHV3-73	12	2.3	IGKV1-27	9	0.05	0.02	0	0	0
IGHV3-21	13	1.6	IGKV1-8	9	0.0	0.0	0	0	0
IGHV5-51	21	4.199999999999999	IGKV2-28	10	0.0	0.0	0	0	0
IGHV3-21	16	1.8	IGLV1-51	11	0.06	0.0	0	0	0
IGHV3-23	21	4.7	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-21	13	1.15	IGLV1-47	11	0.11	0.1	0	0	0
IGHV4-4	12	1.0	IGKV3-20	9	0.12	0.1	0	0	0
IGHV1-8	13	1.5499999999999998	IGLV2-14	10	0.0	0.0	0	0	0
IGHV3-73	12	1.55	IGKV2-28	9	0.08	0.05	0	0	0
IGHV5-51	16	3.1500000000000004	IGKV3-11	10	0.0	0.0	0	0	0
IGHV4-59	12	1.9000000000000004	IGLV1-40	11	0.0	0.0	0	0	0
IGHV4-30-2	13	2.85	IGKV2-30	9	0.1	0.06	0	0	0
IGHV6-1	12	1.3	IGLV1-40	11	0.03	0.04	0	0	0
IGHV3-23	14	2.0500000000000003	IGKV3-20	10	0.09	0.06	0	0	0
IGHV3-21	13	1.9000000000000001	IGKV2-28	9	0.14	0.09	0	0	0
IGHV1-8	13	1.9500000000000002	IGKV3-20	9	0.0	0.0	0	0	0
IGHV1-8	13	1.9500000000000002	IGKV3-20	9	0.0	0.0	0	0	0
IGHV1-8	13	1.9500000000000002	IGKV3-20	9	0.0	0.0	0	0	0
IGHV4-39	16	2.7	IGKV3-15	11	0.0	0.0	0	0	0
IGHV1-69	21	2.85	IGKV3-20	9	0.0	0.0	0	0	0
IGHV4-31	17	2.75	IGLV2-8	9	0.0	0.0	0	0	0
IGHV3-9	11	2.3	IGKV2D-29	9	0.07	0.02	0	0	0
IGHV3-49	14	2.85	IGKV1-12	9	0.04	0.04	0	0	0
IGHV3-30	13	1.7	IGLV1-36	11	0.0	0.0	0	0	0
IGHV3-7	21	2.6	IGLV10-54	11	0.21	0.18	0	0	0
IGHV3-74	12	1.5000000000000002	IGKV2-28	9	0.21	0.16	0	0	0
IGHV3-21	12	0.95	IGLV1-51	11	0.0	0.0	0	0	0
IGHV3-33	18	2.8000000000000003	IGKV1-9	8	0.0	0.0	0	0	0
IGHV3-73	14	2.45	IGLV1-47	11	0.04	0.02	0	0	0
IGHV4-30-4	12	2.1500000000000004	IGKV3-20	9	0.0	0.0	0	0	0
IGHV3-21	13	1.3000000000000003	IGKV3-20	9	0.12	0.1	0	0	0
IGHV3-21	13	1.3000000000000003	IGKV3-20	9	0.12	0.1	0	0	0
IGHV3-11	20	3.9	IGKV1-5	9	0.18	0.17	0	0	0
IGHV5-51	23	4.249999999999999	IGLV3-25	11	0.0	0.0	0	0	0
IGHV3-23	14	1.0	IGLV4-69	9	0.12	0.11	0	0	0
IGHV3-66	12	2.2	IGKV3-15	8	0.09	0.09	0	0	0
IGHV4-39	16	3.8000000000000003	IGLV2-14	11	0.1	0.04	0	0	0
IGHV3-48	21	2.8000000000000003	IGKV2-28	9	0.03	0.01	0	0	0
IGHV4-31	13	3.1	IGKV3-20	9	0.18	0.15	0	0	0
IGHV1-8	12	1.45	IGKV1-9	10	0.0	0.0	0	0	0
IGHV3-66	12	3.85	IGLV6-57	9	0.03	0.02	0	0	0
IGHV3-30-3	21	3.0500000000000003	IGLV2-14	9	0.11	0.1	0	0	0
IGHV3-23	14	2.6	IGKV1-5	10	0.0	0.0	0	0	0
IGHV4-39	16	2.55	IGLV2-23	10	0.0	0.0	0	0	0
IGHV3-21	13	2.6500000000000004	IGLV2-11	10	0.14	0.1	0	0	0
IGHV4-39	16	2.55	IGLV1-47	11	0.0	0.0	0	0	0
IGHV5-10-1	12	2.1	IGKV2-28	9	0.12	0.12	0	0	0
IGHV3-11	12	2.0500000000000003	IGLV4-69	9	0.05	0.04	0	0	0
IGHV3-30	14	1.65	IGLV4-69	10	0.0	0.0	0	0	0
IGHV4-31	13	1.8	IGLV1-40	11	0.07	0.06	0	0	0
IGHV3-7	16	2.4000000000000004	IGLV1-51	11	0.22	0.21	0	0	0
IGHV3-21	13	1.75	IGLV6-57	10	0.0	0.0	0	0	0
IGHV3-30-3	21	3.5	IGLV2-14	10	0.0	0.0	0	0	0
IGHV3-30-3	15	3.75	IGLV2-14	10	0.0	0.0	0	0	0
IGHV3-15	21	4.5	IGLV2-14	11	0.0	0.0	0	0	0
IGHV4-39	16	2.65	IGKV3-20	9	0.1	0.05	0	0	0
IGHV3-30	12	1.9	IGKV1-16	9	0.1	0.06	0	0	0
IGHV5-10-1	12	0.7999999999999999	IGLV1-36	11	0.21	0.21	0	0	0
IGHV3-73	13	2.0	IGKV4-1	8	0.01	0.0	0	0	0
IGHV3-30	14	2.6500000000000004	IGKV1-13	9	0.0	0.0	0	0	0
IGHV3-23	12	0.7	IGKV1-6	10	0.0	0.0	0	0	0
IGHV5-10-1	12	0.4	IGKV3-15	9	0.09	0.09	0	0	0
IGHV3-30	15	3.6500000000000004	IGLV2-14	11	0.13	0.09	0	0	0
IGHV3-33	13	1.0	IGKV2-28	9	0.09	0.05	0	0	0
IGHV2-26	21	5.25	IGKV3-15	10	0.0	0.0	0	0	0
IGHV4-39	16	3.0500000000000007	IGLV2-23	11	0.0	0.0	0	0	0
IGHV3-30	14	2.6500000000000004	IGLV3-1	9	0.0	0.0	0	0	0
IGHV5-10-1	12	2.7	IGKV2-28	9	0.12	0.09	0	0	0
IGHV3-30	15	4.35	IGLV2-14	10	0.0	0.0	0	0	0
IGHV3-23	12	2.8000000000000003	IGKV3D-15	10	0.17	0.1	0	0	0
IGHV3-33	13	3.15	IGLV2-11	10	0.1	0.09	0	0	0
IGHV2-26	16	4.1499999999999995	IGKV1-5	9	0.0	0.0	0	0	0
IGHV3-30	14	0.6	IGKV1-5	9	0.18	0.16	0	0	0
IGHV5-10-1	12	2.2	IGLV2-14	11	0.09	0.07	0	0	0
IGHV3-33	12	1.4	IGLV2-8	10	0.04	0.02	0	0	0
IGHV3-21	21	4.0	IGLV3-1	9	0.0	0.0	0	0	0
IGHV3-30-3	15	2.6	IGLV1-51	11	0.12	0.11	0	0	0
IGHV3-23	16	2.2	IGLV3-25	13	0.0	0.0	0	0	0
IGHV3-33	13	1.35	IGKV1-33	10	0.15	0.12	0	0	0
IGHV3-30	14	1.25	IGKV4-1	9	0.0	0.0	0	0	0
IGHV3-30-3	13	1.75	IGKV1-27	9	0.04	0.02	0	0	0
IGHV5-10-1	12	2.6500000000000004	IGKV3-20	9	0.0	0.0	0	0	0
IGHV3-33	12	1.2000000000000002	IGKV1-33	10	0.1	0.07	0	0	0
IGHV5-51	18	3.5500000000000003	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-23	14	3.15	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-23	16	1.9500000000000002	IGKV3-15	10	0.12	0.11	0	0	0
IGHV3-30-3	15	1.4500000000000002	IGKV2-28	10	0.0	0.0	0	0	0
IGHV3-30-3	13	1.05	IGKV2-30	9	0.13	0.12	0	0	0
IGHV5-10-1	12	2.7	IGLV1-51	13	0.15	0.11	0	0	0
IGHV3-30	15	3.4000000000000004	IGLV3-1	9	0.0	0.0	0	0	0
IGHV3-64	14	3.0500000000000003	IGLV1-51	12	0.0	0.0	0	0	0
IGHV4-34	16	1.85	IGLV1-51	11	0.0	0.0	0	0	0
IGHV5-51	18	2.5500000000000003	IGKV1-5	4	0.12	0.11	0	0	0
IGHV5-51	18	2.5500000000000003	IGKV1-5	4	0.12	0.11	0	0	0
IGHV5-51	18	2.5500000000000003	IGKV1-5	4	0.12	0.11	0	0	0
IGHV5-51	18	2.5500000000000003	IGKV1-5	4	0.12	0.11	0	0	0
IGHV5-51	18	2.5500000000000003	IGKV1-5	4	0.12	0.11	0	0	0
IGHV4-59	12	2.0	IGLV2-23	11	0.04	0.05	0	0	0
IGHV3-30-3	13	2.4	IGLV6-57	10	0.0	0.0	0	0	0
IGHV4-59	12	1.0	IGLV1-44	11	0.08	0.09	0	0	0
IGHV3-33	14	0.7999999999999999	IGKV3-11	11	0.12	0.09	0	0	0
IGHV3-23	15	2.6500000000000004	IGKV4-1	10	0.0	0.0	0	0	0
IGHV3-64D	12	3.45	IGKV6-21	9	0.14	0.09	0	0	0
IGHV4-34	16	3.8	IGLV1-51	11	0.0	0.0	0	0	0
IGHV3-9	21	5.849999999999999	IGLV2-14	11	0.03	0.04	0	0	0
IGHV1-3	18	2.7	IGKV1-12	9	0.0	0.0	0	0	0
IGHV3-15	12	2.5500000000000003	IGKV2-28	9	0.0	0.0	0	0	0
IGHV1-18	11	1.7000000000000002	IGKV1-39	9	0.09	0.06	0	0	0
IGHV2-70	21	2.65	IGKV1-5	9	0.01	0.01	0	0	0
IGHV3-21	12	2.6	IGKV3-11	10	0.01	0.0	0	0	0
IGHV4-61	18	3.7	IGKV1D-12	9	0.0	0.0	0	0	0
IGHV3-49	14	1.7	IGLV3-25	12	0.03	0.02	0	0	0
IGHV3-66	15	3.8	IGKV3-11	9	0.0	0.0	0	0	0
IGHV2-70	11	1.8	IGLV1-40	9	0.02	0.01	0	0	0
IGHV3-30	13	3.3000000000000003	IGLV2-14	12	0.0	0.0	0	0	0
IGHV3-30	21	4.799999999999999	IGLV3-25	10	0.0	0.0	0	0	0
IGHV4-59	12	2.4000000000000004	IGKV3-20	9	0.22	0.2	0	0	0
IGHV3-23	15	2.55	IGKV3-20	9	0.13	0.11	0	0	0
IGHV3-30-3	13	1.5499999999999998	IGKV4-1	9	0.21	0.21	0	0	0
IGHV3-64D	12	3.85	IGKV3-15	10	0.03	0.02	0	0	0
IGHV4-34	16	2.95	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-64D	12	2.9	IGKV3-20	9	0.06	0.02	0	0	0
IGHV1-18	12	1.7500000000000002	IGKV3-20	11	0.02	0.01	0	0	0
IGHV4-59	12	2.0000000000000004	IGKV4-1	9	0.14	0.11	0	0	0
IGHV3-23	15	3.0	IGKV4-1	9	0.0	0.0	0	0	0
IGHV3-30-3	13	3.1	IGLV2-14	11	0.0	0.0	0	0	0
IGHV3-30	21	3.5	IGKV2-28	9	0.0	0.0	0	0	0
IGHV4-34	16	4.35	IGLV4-69	9	0.01	0.01	0	0	0
IGHV1-24	12	2.1	IGKV1-39	9	0.01	0.01	0	0	0
IGHV1-18	16	1.3	IGLV2-14	10	0.0	0.0	0	0	0
IGHV5-10-1	12	1.8000000000000003	IGLV1-51	12	0.06	0.06	0	0	0
IGHV3-30	13	1.7000000000000004	IGLV1-51	11	0.16	0.15	0	0	0
IGHV3-23	15	1.8	IGKV3-20	9	0.15	0.12	0	0	0
IGHV3-30	21	4.1499999999999995	IGLV3-1	9	0.0	0.0	0	0	0
IGHV3-21	14	2.25	IGLV6-57	10	0.0	0.0	0	0	0
IGHV3-21	14	0.4	IGKV1-5	10	0.0	0.0	0	0	0
IGHV1-24	12	1.5	IGKV1-27	9	0.13	0.12	0	0	0
IGHV3-30-3	13	0.7	IGKV1-5	8	0.11	0.06	0	0	0
IGHV2-70	12	0.7	IGKV1-9	9	0.06	0.06	0	0	0
IGHV3-49	16	2.95	IGKV1-9	9	0.0	0.0	0	0	0
IGHV3-23	15	2.2	IGLV4-69	8	0.03	0.0	0	0	0
IGHV3-30	21	4.3999999999999995	IGLV1-44	11	0.14	0.1	0	0	0
IGHV3-30	21	4.3999999999999995	IGLV1-44	11	0.14	0.1	0	0	0
IGHV3-23	15	1.45	IGKV1-5	9	0.15	0.12	0	0	0
IGHV3-23	15	0.7	IGKV1-5	9	0.17	0.13	0	0	0
IGHV1-3	12	0.4	IGKV1-39	9	0.1	0.05	0	0	0
IGHV4-59	21	6.199999999999999	IGLV2-8	11	0.0	0.0	0	0	0
IGHV3-21	14	1.55	IGLV1-51	11	0.0	0.0	0	0	0
IGHV3-7	13	1.0	IGKV3-20	5	0.12	0.12	0	0	0
IGHV3-53	12	2.6	IGKV1-5	9	0.08	0.06	0	0	0
IGHV4-61	15	2.7	IGKV1-9	9	0.0	0.0	0	0	0
IGHV3-23	15	1.45	IGKV3-11	9	0.2	0.17	0	0	0
IGHV3-53	12	1.9000000000000001	IGKV4-1	10	0.09	0.1	0	0	0
IGHV3-53	12	0.6	IGLV2-11	9	0.16	0.15	0	0	0
IGHV3-48	13	2.5	IGKV1-39	10	0.0	0.0	0	0	0
IGHV3-30	11	1.25	IGLV1-47	11	0.0	0.0	0	0	0
IGHV3-21	14	1.75	IGLV4-69	9	0.0	0.0	0	0	0
IGHV3-7	13	3.4000000000000004	IGLV1-40	11	0.0	0.0	0	0	0
IGHV4-59	21	3.1500000000000004	IGKV1-33	8	0.0	0.0	0	0	0
IGHV1-69	13	1.35	IGKV2-30	9	0.22	0.18	0	0	0
IGHV1-18	21	2.5000000000000004	IGKV3-15	9	0.0	0.0	0	0	0
IGHV3-53	12	1.6500000000000001	IGLV2-23	11	0.12	0.07	0	0	0
IGHV3-7	13	2.6	IGKV1-5	9	0.0	0.0	0	0	0
IGHV3-21	14	3.7	IGKV3-15	9	0.0	0.0	0	0	0
IGHV3-48	13	1.45	IGLV3-21	9	0.0	0.0	0	0	0
IGHV1-69	15	3.0	IGKV3-11	10	0.0	0.0	0	0	0
IGHV3-53	12	1.0	IGLV3-1	8	0.09	0.06	0	0	0
IGHV3-53	12	1.0	IGLV3-1	8	0.09	0.06	0	0	0
IGHV1-3	15	1.1	IGKV3-15	10	0.17	0.2	0	0	0
IGHV1-69	12	3.1	IGKV3-20	9	0.0	0.0	0	0	0
IGHV3-33	18	4.800000000000001	IGLV2-23	11	0.0	0.0	0	0	0
IGHV3-30	13	1.9000000000000001	IGKV4-1	10	0.0	0.0	0	0	0
IGHV1-69	15	1.35	IGLV2-11	10	0.0	0.0	0	0	0
IGHV1-69	13	1.2500000000000002	IGKV3-20	9	0.15	0.12	0	0	0
IGHV5-10-1	12	1.85	IGLV2-14	10	0.05	0.05	0	0	0
IGHV3-74	15	3.85	IGKV1-5	8	0.0	0.0	0	0	0
IGHV3-73	13	1.0	IGLV5-45	9	0.12	0.09	0	0	0
IGHV3-21	24	3.95	IGKV2-28	9	0.0	0.0	0	0	0
IGHV3-9	16	1.8500000000000003	IGKV1-39	9	0.07	0.06	0	0	0
IGHV1-69	13	1.25	IGLV1-47	11	0.08	0.04	0	0	0
IGHV6-1	23	5.3	IGKV3-11	10	0.0	0.0	0	0	0
IGHV5-10-1	12	0.6	IGKV3-15	10	0.17	0.18	0	0	0
IGHV1-2	13	3.45	IGKV3-15	10	0.0	0.0	0	0	0
IGHV3-33	16	1.8	IGLV2-14	10	0.09	0.1	0	0	0
IGHV3-7	12	0.6	IGKV2-30	9	0.0	0.0	0	0	0
IGHV3-33	21	7.6	IGKV1-5	9	0.0	0.0	0	0	0
IGHV4-59	11	2.95	IGKV4-1	9	0.0	0.0	0	0	0
IGHV5-10-1	21	3.6000000000000005	IGLV2-11	11	0.08	0.1	0	0	0
IGHV4-59	14	1.0	IGKV1-8	9	0.0	0.0	0	0	0
IGHV3-66	15	3.3	IGKV1-5	5	0.0	0.0	0	0	0
IGHV3-30-3	13	1.45	IGKV3-11	9	0.17	0.2	0	0	0
IGHV3-21	12	1.7	IGKV1-17	10	0.0	0.0	0	0	0
IGHV3-49	14	2.65	IGLV3-21	12	0.0	0.0	0	0	0
IGHV3-15	12	3.75	IGKV1-33	9	0.0	0.0	0	0	0
IGHV3-23	18	3.3500000000000005	IGLV2-11	11	0.0	0.0	0	0	0
IGHV4-30-2	12	3.65	IGLV2-11	10	0.1	0.09	0	0	0
IGHV1-69	13	2.05	IGKV3-15	10	0.21	0.18	0	0	0
